uniprot_id,gene,length,llps_score,prediction,in_training
Q92882,OSTF1,214,0.1175,LLPS-,novel
O76070,SNCG,127,0.1175,LLPS-,novel
O43490,PROM1,865,0.1175,LLPS-,novel
Q9NXW2,DNAJB12,375,0.1175,LLPS-,novel
Q9C037,TRIM4,500,0.1175,LLPS-,novel
P49247,RPIA,311,0.1175,LLPS-,novel
Q5T8I9,HENMT1,393,0.1174,LLPS-,novel
O60883,GPR37L1,481,0.1174,LLPS-,novel
Q12788,TBL3,808,0.1174,LLPS-,novel
Q99909,SSX3,188,0.1174,LLPS-,novel
O95409,ZIC2,532,0.1174,LLPS-,novel
O43570,CA12,354,0.1174,LLPS-,novel
Q8WU10,PYROXD1,500,0.1174,LLPS-,novel
Q92552,MRPS27,414,0.1174,LLPS-,novel
Q6MZP7,LIN54,749,0.1174,LLPS-,novel
P48426,PIP4K2A,406,0.1174,LLPS-,novel
Q8TAT5,NEIL3,605,0.1174,LLPS-,novel
Q6YHK3,CD109,1445,0.1174,LLPS-,novel
Q9NQC8,IFT46,304,0.1174,LLPS-,novel
Q9BQI4,CCDC3,270,0.1174,LLPS-,novel
Q6UWB4,PRSS55,352,0.1174,LLPS-,novel
A4QPB2,LRP5L,252,0.1173,LLPS-,novel
P0DMR3,ATXN8OS,200,0.1173,LLPS-,novel
Q3KNW1,SNAI3,292,0.1173,LLPS-,novel
Q9UKS6,PACSIN3,424,0.1173,LLPS-,novel
P20226,TBP,339,0.1173,LLPS-,novel
P50440,GATM,423,0.1173,LLPS-,novel
O94810,RGS11,467,0.1173,LLPS-,novel
Q8N9L9,ACOT4,421,0.1173,LLPS-,novel
Q12979,ABR,859,0.1173,LLPS-,novel
Q9BWW4,SSBP3,388,0.1173,LLPS-,novel
P0CG36,CFC1B,223,0.1173,LLPS-,novel
P31268,HOXA7,230,0.1173,LLPS-,novel
Q7L592,NDUFAF7,441,0.1173,LLPS-,novel
Q9P0J7,KCMF1,381,0.1173,LLPS-,novel
P51570,GALK1,392,0.1173,LLPS-,novel
P30511,HLA-F,346,0.1173,LLPS-,novel
Q9H5X1,CIAO2A,160,0.1173,LLPS-,novel
Q96JF6,ZNF594,807,0.1173,LLPS-,novel
Q9H7B2,RPF2,306,0.1172,LLPS-,novel
P33260,CYP2C18,490,0.1172,LLPS-,novel
Q6MZZ7,CAPN13,669,0.1172,LLPS-,novel
Q86UV6,TRIM74,250,0.1172,LLPS-,novel
Q8IXL9,IQCF2,164,0.1172,LLPS-,novel
Q53H96,PYCR3,274,0.1172,LLPS-,novel
A5X5Y0,HTR3E,456,0.1172,LLPS-,novel
Q9BRT2,UQCC2,126,0.1172,LLPS-,novel
P14920,DAO,347,0.1172,LLPS-,novel
Q08AI8,MAB21L4,447,0.1172,LLPS-,novel
Q8N5S1,SLC25A41,370,0.1172,LLPS-,novel
P12277,CKB,381,0.1172,LLPS-,novel
Q8N7R7,CCNYL1,359,0.1172,LLPS-,novel
P08133,ANXA6,673,0.1172,LLPS-,novel
Q6WN34,CHRDL2,429,0.1171,LLPS-,novel
Q5BKX5,ACTMAP,351,0.1171,LLPS-,novel
P04179,SOD2,222,0.1171,LLPS-,novel
Q9BXL8,CDCA4,241,0.1171,LLPS-,novel
O43679,LDB2,373,0.1171,LLPS-,novel
Q92769,HDAC2,488,0.1171,LLPS-,novel
Q86W11,ZSCAN30,494,0.1171,LLPS-,novel
P50281,MMP14,582,0.1171,LLPS-,novel
A0A7P0TBJ1,HAPSTR2,273,0.1171,LLPS-,novel
Q96NZ1,FOXN4,517,0.1171,LLPS-,novel
P0DJD8,PGA3,388,0.1171,LLPS-,novel
Q9BSD3,RHNO1,238,0.1171,LLPS-,novel
Q8N782,ZNF525,479,0.1171,LLPS-,novel
Q96MC6,SLC71A1,490,0.1171,LLPS-,novel
Q5T0D9,TPRG1L,272,0.1171,LLPS-,novel
Q9NZH5,PTTG2,202,0.1171,LLPS-,novel
Q6DJT9,PLAG1,500,0.1171,LLPS-,novel
P27169,PON1,355,0.1171,LLPS-,novel
P83436,COG7,770,0.1171,LLPS-,novel
Q8TF47,ZFP90,636,0.117,LLPS-,novel
Q9H0J9,PARP12,701,0.117,LLPS-,novel
P27105,STOM,288,0.117,LLPS-,novel
O75387,SLC43A1,559,0.117,LLPS-,novel
Q9P2L0,WDR35,1181,0.117,LLPS-,novel
Q9Y4P1,ATG4B,393,0.117,LLPS-,novel
Q9BR11,ZSWIM1,485,0.117,LLPS-,novel
Q9NQ90,ANO2,998,0.117,LLPS-,novel
Q6NSJ5,LRRC8E,796,0.117,LLPS-,novel
Q9P0V8,SLAMF8,285,0.117,LLPS-,novel
Q96GD0,PDXP,296,0.117,LLPS-,novel
P56915,GSC,257,0.117,LLPS-,novel
O43623,SNAI2,268,0.117,LLPS-,novel
Q7Z2W7,TRPM8,1104,0.117,LLPS-,novel
P16930,FAH,419,0.117,LLPS-,novel
P20800,EDN2,178,0.117,LLPS-,novel
Q9NQT4,EXOSC5,235,0.1169,LLPS-,novel
P98194,ATP2C1,919,0.1169,LLPS-,novel
Q9Y3U8,RPL36,105,0.1169,LLPS-,novel
Q96MZ4,FAM218A,157,0.1169,LLPS-,novel
Q6UX71,PLXDC2,529,0.1169,LLPS-,novel
A8MPX8,PP2D1,630,0.1169,LLPS-,novel
Q7Z403,TMC6,805,0.1169,LLPS-,novel
P68400,CSNK2A1,391,0.1169,LLPS-,novel
P00742,F10,488,0.1169,LLPS-,novel
Q96DA2,RAB39B,213,0.1169,LLPS-,novel
Q7Z2G1,H2BW1,153,0.1168,LLPS-,novel
Q9H089,LSG1,658,0.1168,LLPS-,novel
P61566,ERVK-24,588,0.1168,LLPS-,novel
Q9UBU2,DKK2,259,0.1168,LLPS-,novel
Q9GZZ6,CHRNA10,450,0.1168,LLPS-,novel
Q9BPU9,B9D2,175,0.1168,LLPS-,novel
Q86SJ6,DSG4,1040,0.1168,LLPS-,novel
B1AMM8,LINC00587,73,0.1168,LLPS-,novel
B6SEH9,ERVV-2,535,0.1168,LLPS-,novel
Q96L58,B3GALT6,329,0.1168,LLPS-,novel
Q96FQ7,LINC00526,95,0.1168,LLPS-,novel
Q6UX15,LAYN,382,0.1168,LLPS-,novel
Q96L33,RHOV,236,0.1168,LLPS-,novel
Q2M3A8,MRGPRG-AS1,158,0.1168,LLPS-,novel
Q9HA38,ZMAT3,289,0.1168,LLPS-,novel
Q08AG5,ZNF844,666,0.1167,LLPS-,novel
Q6IA17,SIGIRR,410,0.1167,LLPS-,novel
Q8N8Y5,ZFP41,198,0.1167,LLPS-,novel
P08319,ADH4,380,0.1167,LLPS-,novel
O60225,SSX5,188,0.1167,LLPS-,novel
Q5SYC1,CLVS2,327,0.1167,LLPS-,novel
Q8IYB9,ZNF595,648,0.1167,LLPS-,novel
P85298,ARHGAP8,464,0.1167,LLPS-,novel
Q03692,COL10A1,680,0.1167,LLPS-,novel
Q9H3C7,GGNBP2,697,0.1167,LLPS-,novel
Q9Y3A4,RRP7A,280,0.1166,LLPS-,novel
P12104,FABP2,132,0.1166,LLPS-,novel
Q9Y6F7,CDY2A,541,0.1166,LLPS-,novel
O15427,SLC16A3,465,0.1166,LLPS-,novel
Q9GZX6,IL22,179,0.1166,LLPS-,novel
P25789,PSMA4,261,0.1166,LLPS-,novel
O95297,MPZL1,269,0.1166,LLPS-,novel
Q8N184,ZNF567,647,0.1166,LLPS-,novel
Q8NB46,ANKRD52,1076,0.1166,LLPS-,novel
Q9NW97,TMEM51,253,0.1166,LLPS-,novel
Q86SM8,MRGPRE,312,0.1166,LLPS-,novel
Q9Y6X3,MAU2,613,0.1166,LLPS-,novel
P61567,ERVK-7,588,0.1166,LLPS-,novel
Q96MP5,ZSWIM3,696,0.1166,LLPS-,novel
Q03938,ZNF90,601,0.1165,LLPS-,novel
Q5TEU4,NDUFAF5,345,0.1165,LLPS-,novel
P51160,PDE6C,858,0.1165,LLPS-,novel
Q9BT88,SYT11,431,0.1165,LLPS-,novel
Q8NDH3,NPEPL1,523,0.1165,LLPS-,novel
O95907,SLC16A8,504,0.1165,LLPS-,novel
Q13946,PDE7A,482,0.1165,LLPS-,novel
Q8WXQ3,LINC01599,324,0.1165,LLPS-,novel
Q86YH6,PDSS2,399,0.1165,LLPS-,novel
Q9Y484,WDR45,360,0.1164,LLPS-,novel
P46098,HTR3A,478,0.1164,LLPS-,novel
Q15306,IRF4,451,0.1164,LLPS-,novel
Q9GZN7,ROGDI,287,0.1164,LLPS-,novel
P04075,ALDOA,364,0.1164,LLPS-,novel
Q6U841,SLC4A10,1118,0.1164,LLPS-,novel
O75159,SOCS5,536,0.1164,LLPS-,novel
Q8N183,NDUFAF2,169,0.1164,LLPS-,novel
Q5HYN5,CT45A1,189,0.1164,LLPS-,novel
P30046,DDT,118,0.1164,LLPS-,novel
Q93084,ATP2A3,999,0.1164,LLPS-,novel
Q96BR6,ZNF669,464,0.1164,LLPS-,novel
Q86VZ2,WDR5B,330,0.1163,LLPS-,novel
P15812,CD1E,388,0.1163,LLPS-,novel
P57103,SLC8A3,927,0.1163,LLPS-,novel
Q8N465,D2HGDH,521,0.1163,LLPS-,novel
Q9UHB4,NDOR1,597,0.1163,LLPS-,novel
Q9UET6,FTSJ1,329,0.1163,LLPS-,novel
O43586,PSTPIP1,416,0.1163,LLPS-,novel
O60412,OR7C2,319,0.1163,LLPS-,novel
Q12887,COX10,443,0.1163,LLPS-,novel
A1XBS5,CIBAR1,289,0.1163,LLPS-,novel
O75603,GCM2,506,0.1163,LLPS-,novel
Q96AB3,ISOC2,205,0.1162,LLPS-,novel
Q8TEB7,RNF128,428,0.1162,LLPS-,novel
Q9UBI4,STOML1,398,0.1162,LLPS-,novel
O15524,SOCS1,211,0.1162,LLPS-,novel
Q6ZVN8,HJV,426,0.1162,LLPS-,train
P61575,ERVK-8,105,0.1162,LLPS-,novel
Q8WVM8,SCFD1,642,0.1162,LLPS-,novel
Q96GJ1,TRMT2B,504,0.1162,LLPS-,novel
P0DJD7,PGA4,388,0.1162,LLPS-,novel
B2CW77,KLLN,178,0.1162,LLPS-,novel
Q86XW9,NME9,330,0.1162,LLPS-,novel
A6NIR3,AGAP5,686,0.1162,LLPS-,novel
Q9Y232,CDYL,598,0.1162,LLPS-,novel
Q92956,TNFRSF14,283,0.1161,LLPS-,novel
P04090,RLN2,185,0.1161,LLPS-,novel
P82673,MRPS35,323,0.1161,LLPS-,novel
P55008,AIF1,147,0.1161,LLPS-,novel
A4D1B5,GSAP,854,0.1161,LLPS-,novel
P00325,ADH1B,375,0.1161,LLPS-,novel
Q9NSD9,FARSB,589,0.1161,LLPS-,novel
P57789,KCNK10,538,0.1161,LLPS-,novel
Q96PN6,ADCY10,1610,0.1161,LLPS-,novel
P43304,GPD2,727,0.1161,LLPS-,novel
Q9NRF9,POLE3,147,0.1161,LLPS-,novel
O14682,ENC1,589,0.1161,LLPS-,novel
P36941,LTBR,435,0.1161,LLPS-,novel
Q8N9B4,ANKRD42,389,0.1161,LLPS-,novel
Q86Y34,ADGRG3,549,0.116,LLPS-,novel
Q9H9Y6,POLR1B,1135,0.116,LLPS-,novel
Q8WUJ0,STYX,223,0.116,LLPS-,novel
Q08477,CYP4F3,520,0.116,LLPS-,novel
Q96QE2,SLC2A13,648,0.116,LLPS-,novel
Q9UBL3,ASH2L,628,0.116,LLPS-,novel
Q8N865,SPMIP4,590,0.116,LLPS-,novel
P48380,RFX3,749,0.116,LLPS-,novel
Q96AY3,FKBP10,582,0.116,LLPS-,novel
P55042,RRAD,308,0.116,LLPS-,novel
Q9UHD4,CIDEB,219,0.116,LLPS-,novel
P59797,SELENOV,346,0.116,LLPS-,novel
Q5TFQ8,SIRPB1,398,0.1159,LLPS-,novel
O75493,CA11,328,0.1159,LLPS-,novel
Q9H999,PANK3,370,0.1159,LLPS-,novel
Q9P2W9,STX18,335,0.1159,LLPS-,novel
P34896,SHMT1,483,0.1159,LLPS-,novel
Q15366,PCBP2,365,0.1158,LLPS-,novel
Q8NAA6,LINC02694,179,0.1158,LLPS-,novel
Q96FA7,ZBED10P,236,0.1158,LLPS-,novel
A0AV02,SLC12A8,714,0.1158,LLPS-,novel
O00592,PODXL,558,0.1158,LLPS-,novel
Q9UGK3,STAP2,403,0.1158,LLPS-,novel
Q8WVF5,KCTD4,259,0.1158,LLPS-,novel
Q8IZ26,ZNF34,560,0.1158,LLPS-,novel
P17020,ZNF16,682,0.1158,LLPS-,novel
P48058,GRIA4,902,0.1158,LLPS-,novel
Q9BT22,ALG1,464,0.1158,LLPS-,novel
P55771,PAX9,341,0.1158,LLPS-,novel
P28330,ACADL,430,0.1158,LLPS-,novel
O95977,S1PR4,384,0.1158,LLPS-,novel
P00326,ADH1C,375,0.1158,LLPS-,novel
Q9GZS9,CHST5,411,0.1157,LLPS-,novel
O42043,ERVK-18,560,0.1157,LLPS-,novel
Q16515,ASIC2,512,0.1157,LLPS-,novel
Q99541,PLIN2,437,0.1157,LLPS-,novel
Q99972,MYOC,504,0.1157,LLPS-,novel
P0DMU3,,169,0.1157,LLPS-,novel
P08912,CHRM5,532,0.1157,LLPS-,novel
Q9UHQ9,CYB5R1,305,0.1157,LLPS-,novel
Q96E35,ZMYND19,227,0.1157,LLPS-,novel
Q6PJG6,BRAT1,821,0.1157,LLPS-,novel
P52788,SMS,366,0.1157,LLPS-,novel
Q49AA0,ZFP69,526,0.1157,LLPS-,novel
P31948,STIP1,543,0.1157,LLPS-,novel
Q5R3I4,TTC38,469,0.1157,LLPS-,novel
A6NDU8,RIMOC1,294,0.1157,LLPS-,novel
P24386,CHM,653,0.1156,LLPS-,novel
Q99871,HAUS7,358,0.1156,LLPS-,novel
A0PJY2,FEZF1,475,0.1156,LLPS-,novel
Q5TGZ0,MICOS10,78,0.1156,LLPS-,novel
P32456,GBP2,591,0.1156,LLPS-,novel
Q9H777,ELAC1,363,0.1156,LLPS-,novel
Q9Y5B8,NME7,376,0.1156,LLPS-,novel
O76003,GLRX3,335,0.1156,LLPS-,novel
P12838,DEFA4,97,0.1156,LLPS-,novel
P20815,CYP3A5,502,0.1156,LLPS-,novel
Q9C0B1,FTO,505,0.1156,LLPS-,novel
Q6NUM9,RETSAT,610,0.1156,LLPS-,novel
P08582,MELTF,738,0.1155,LLPS-,novel
Q99986,VRK1,396,0.1155,LLPS-,train
A6NCN8,TEX52,305,0.1155,LLPS-,novel
Q7RTS5,OTOP3,596,0.1155,LLPS-,novel
Q5K130,CLLU1-AS1,101,0.1155,LLPS-,novel
Q5SRE7,PHYHD1,291,0.1155,LLPS-,novel
Q13617,CUL2,745,0.1155,LLPS-,novel
Q5VW22,AGAP6,663,0.1155,LLPS-,novel
Q8TBH0,ARRDC2,407,0.1155,LLPS-,novel
Q96JY0,MAEL,434,0.1155,LLPS-,novel
P51572,BCAP31,246,0.1155,LLPS-,novel
P43034,PAFAH1B1,410,0.1155,LLPS-,novel
Q6PI47,KCTD18,426,0.1155,LLPS-,novel
O14618,CCS,274,0.1155,LLPS-,novel
Q9NYL4,FKBP11,201,0.1155,LLPS-,novel
Q8WW01,TSEN15,171,0.1155,LLPS-,novel
O15405,TOX3,576,0.1154,LLPS-,novel
Q7Z6M2,FBXO33,555,0.1154,LLPS-,novel
P42285,MTREX,1042,0.1154,LLPS-,novel
Q9NUU7,DDX19A,478,0.1154,LLPS-,novel
Q9Y305,ACOT9,439,0.1154,LLPS-,novel
Q8TB92,HMGCLL1,370,0.1154,LLPS-,novel
A6NLI5,TRIM64C,450,0.1154,LLPS-,novel
Q7Z4L0,COX8C,72,0.1154,LLPS-,novel
O43915,VEGFD,354,0.1154,LLPS-,novel
O60488,ACSL4,711,0.1154,LLPS-,novel
Q13492,PICALM,652,0.1154,LLPS-,novel
Q9Y3C0,WASHC3,194,0.1154,LLPS-,novel
Q9UBX5,FBLN5,448,0.1154,LLPS-,novel
P15104,GLUL,373,0.1153,LLPS-,novel
Q9H223,EHD4,541,0.1153,LLPS-,novel
Q9UP65,PLA2G4C,541,0.1153,LLPS-,novel
O00341,SLC1A7,560,0.1153,LLPS-,novel
Q96HU1,SGSM3,749,0.1153,LLPS-,novel
A6NJ46,NKX6-3,265,0.1153,LLPS-,novel
P78410,BTN3A2,334,0.1153,LLPS-,novel
Q5VU57,AGBL4,503,0.1153,LLPS-,novel
P36897,TGFBR1,503,0.1153,LLPS-,novel
P42898,MTHFR,656,0.1153,LLPS-,novel
Q9H6Q3,SLA2,261,0.1153,LLPS-,novel
Q9UN36,NDRG2,371,0.1153,LLPS-,novel
Q76KX8,ZNF534,674,0.1152,LLPS-,novel
Q9NNW5,WDR6,1121,0.1152,LLPS-,novel
Q66K66,TMEM198,360,0.1152,LLPS-,novel
Q15119,PDK2,407,0.1152,LLPS-,novel
Q8N144,GJD3,294,0.1152,LLPS-,novel
P40123,CAP2,477,0.1152,LLPS-,novel
Q9UNE0,EDAR,448,0.1152,LLPS-,novel
B5MCN3,SEC14L6,397,0.1152,LLPS-,novel
P14735,IDE,1019,0.1152,LLPS-,novel
Q8TB05,UBALD1,177,0.1152,LLPS-,novel
Q9NWT8,AURKAIP1,199,0.1152,LLPS-,novel
O60266,ADCY3,1144,0.1152,LLPS-,novel
Q13113,PDZK1IP1,114,0.1151,LLPS-,novel
Q9H4M9,EHD1,534,0.1151,LLPS-,novel
Q9UQK1,PPP1R3C,317,0.1151,LLPS-,novel
Q9UKJ0,PILRB,227,0.1151,LLPS-,novel
Q96J01,THOC3,351,0.1151,LLPS-,novel
Q13393,PLD1,1074,0.1151,LLPS-,novel
A6NJ88,SAGE2P,616,0.1151,LLPS-,novel
O75600,GCAT,419,0.1151,LLPS-,novel
Q9UKF5,ADAM29,820,0.1151,LLPS-,novel
Q3SY77,UGT3A2,523,0.1151,LLPS-,novel
Q6P1S2,C3orf33,294,0.115,LLPS-,novel
P27449,ATP6V0C,155,0.115,LLPS-,novel
P05091,ALDH2,517,0.115,LLPS-,novel
Q8WVE6,TMEM171,324,0.115,LLPS-,novel
Q8J025,APCDD1,514,0.115,LLPS-,novel
Q6ZNA1,ZNF836,936,0.115,LLPS-,novel
O75628,REM1,298,0.115,LLPS-,novel
Q9H819,DNAJC18,358,0.115,LLPS-,novel
Q9BXS9,SLC26A6,759,0.115,LLPS-,novel
O60449,LY75,1722,0.115,LLPS-,novel
A0A494C103,SPADH,137,0.115,LLPS-,novel
P05187,ALPP,535,0.1149,LLPS-,novel
Q8N2K0,ABHD12,398,0.1149,LLPS-,novel
P35869,AHR,848,0.1149,LLPS-,novel
Q86U70,LDB1,411,0.1149,LLPS-,novel
Q9BVG3,TRIM62,475,0.1149,LLPS-,novel
P30825,SLC7A1,629,0.1149,LLPS-,novel
Q96A56,TP53INP1,240,0.1149,LLPS-,novel
Q6UW02,CYP20A1,462,0.1149,LLPS-,novel
Q13489,BIRC3,604,0.1149,LLPS-,novel
Q71U36,TUBA1A,451,0.1149,LLPS-,novel
Q6ZUJ4,C3orf62,267,0.1148,LLPS-,novel
Q08AN1,ZNF616,781,0.1148,LLPS-,novel
A2RRH5,WDR27,827,0.1148,LLPS-,novel
O43196,MSH5,834,0.1148,LLPS-,novel
Q15835,GRK1,563,0.1148,LLPS-,novel
Q9H7E9,C8orf33,229,0.1148,LLPS-,novel
Q9NRY6,PLSCR3,295,0.1148,LLPS-,novel
Q7RTZ1,OVCH2,564,0.1148,LLPS-,novel
O95190,OAZ2,189,0.1148,LLPS-,novel
P21695,GPD1,349,0.1148,LLPS-,novel
Q9BUB5,MKNK1,465,0.1148,LLPS-,novel
Q8N7C0,LRRC52,313,0.1148,LLPS-,novel
P13804,ETFA,333,0.1148,LLPS-,novel
Q06187,BTK,659,0.1147,LLPS-,novel
Q8WUA8,TSKU,353,0.1147,LLPS-,novel
P35523,CLCN1,988,0.1147,LLPS-,novel
Q8N972,ZNF709,641,0.1147,LLPS-,novel
Q02223,TNFRSF17,184,0.1147,LLPS-,novel
Q8IWT1,SCN4B,228,0.1147,LLPS-,novel
Q9Y365,STARD10,291,0.1147,LLPS-,novel
Q86TI4,WDR86,376,0.1147,LLPS-,novel
B1AL88,NALF1,458,0.1147,LLPS-,novel
O14519,CDK2AP1,115,0.1147,LLPS-,novel
Q92879,CELF1,486,0.1147,LLPS-,novel
A8MU93,C17orf100,118,0.1147,LLPS-,novel
Q9H4T2,ZSCAN16,348,0.1147,LLPS-,novel
Q8NBT0,POC1A,407,0.1146,LLPS-,novel
P61572,ERVK-19,105,0.1146,LLPS-,novel
P61573,ERVK-9,105,0.1146,LLPS-,novel
Q86YB7,ECHDC2,292,0.1146,LLPS-,novel
Q9BZC1,CELF4,486,0.1146,LLPS-,novel
P29401,TKT,623,0.1146,LLPS-,novel
P61574,HERVK_113,105,0.1146,LLPS-,novel
Q5VTE6,ANGEL2,544,0.1146,LLPS-,novel
Q9NZ94,NLGN3,848,0.1146,LLPS-,novel
Q9UM21,MGAT4A,535,0.1146,LLPS-,novel
Q69383,ERVK-6,105,0.1146,LLPS-,novel
Q96A28,SLAMF9,289,0.1146,LLPS-,novel
Q01362,MS4A2,244,0.1146,LLPS-,novel
P61579,ERVK-25,105,0.1146,LLPS-,novel
A0A087WT03,TRAV26-1,109,0.1145,LLPS-,novel
Q0VAA5,PLCXD2,305,0.1145,LLPS-,novel
Q8NBJ5,COLGALT1,622,0.1145,LLPS-,novel
P31321,PRKAR1B,381,0.1145,LLPS-,novel
O95500,CLDN14,239,0.1145,LLPS-,novel
Q9UBP6,METTL1,276,0.1145,LLPS-,novel
P50458,LHX2,406,0.1145,LLPS-,novel
Q86XT9,TMEM219,240,0.1145,LLPS-,novel
O76080,ZFAND5,213,0.1145,LLPS-,novel
P21810,BGN,368,0.1144,LLPS-,novel
Q8WYK0,ACOT12,555,0.1144,LLPS-,novel
Q06495,SLC34A1,639,0.1144,LLPS-,novel
P31997,CEACAM8,349,0.1144,LLPS-,novel
Q96NB1,CEP20,174,0.1144,LLPS-,novel
Q9NYA1,SPHK1,384,0.1143,LLPS-,novel
Q2TAL8,QRICH1,776,0.1143,LLPS-,novel
Q9NPC3,CCNB1IP1,277,0.1143,LLPS-,novel
Q9Y5Z6,B3GALT1,326,0.1143,LLPS-,novel
P06744,GPI,558,0.1143,LLPS-,novel
Q9NS28,RGS18,235,0.1143,LLPS-,novel
Q9H479,FN3K,309,0.1143,LLPS-,novel
Q6UY11,DLK2,383,0.1143,LLPS-,novel
O75444,MAF,373,0.1143,LLPS-,novel
P22792,CPN2,545,0.1143,LLPS-,novel
Q9UJP4,KLHL21,597,0.1143,LLPS-,novel
Q8WUJ3,CEMIP,1361,0.1143,LLPS-,novel
P49638,TTPA,278,0.1142,LLPS-,novel
Q9BQS2,SYT15,421,0.1142,LLPS-,novel
Q16851,UGP2,508,0.1142,LLPS-,novel
P12931,SRC,536,0.1142,LLPS-,novel
A8MXV4,NUDT19,375,0.1142,LLPS-,novel
P22234,PAICS,425,0.1142,LLPS-,novel
Q86UV7,TRIM73,250,0.1142,LLPS-,novel
O95976,IGSF6,241,0.1142,LLPS-,novel
Q3KQV3,ZNF792,632,0.1142,LLPS-,novel
Q12846,STX4,297,0.1142,LLPS-,novel
P35030,PRSS3,304,0.1142,LLPS-,novel
O43861,ATP9B,1147,0.1142,LLPS-,novel
Q96IS3,RAX2,184,0.1142,LLPS-,novel
P48507,GCLM,274,0.1142,LLPS-,novel
Q6ZNE5,ATG14,492,0.1142,LLPS-,novel
Q8WVF1,OSCP1,389,0.1142,LLPS-,novel
P07225,PROS1,676,0.1142,LLPS-,novel
Q96BZ9,TBC1D20,403,0.1141,LLPS-,novel
P22083,FUT4,530,0.1141,LLPS-,novel
Q96DB5,RMDN1,314,0.1141,LLPS-,novel
Q8N431,RASGEF1C,466,0.1141,LLPS-,novel
Q14166,TTLL12,644,0.1141,LLPS-,novel
Q16775,HAGH,308,0.1141,LLPS-,train
P04070,PROC,461,0.1141,LLPS-,novel
O43520,ATP8B1,1251,0.1141,LLPS-,novel
O43300,LRRTM2,516,0.1141,LLPS-,novel
P50452,SERPINB8,374,0.1141,LLPS-,novel
A8MTQ0,NOTO,251,0.114,LLPS-,novel
Q6P2M8,PNCK,343,0.114,LLPS-,novel
Q05481,ZNF91,1191,0.114,LLPS-,novel
Q14831,GRM7,915,0.114,LLPS-,novel
Q8N5G2,MACO1,664,0.114,LLPS-,novel
P55895,RAG2,527,0.114,LLPS-,novel
P61088,UBE2N,152,0.114,LLPS-,novel
B3SHH9,TMEM114,223,0.114,LLPS-,novel
Q6NX49,ZNF544,715,0.114,LLPS-,novel
P32189,GK,559,0.114,LLPS-,novel
O00198,HRK,91,0.114,LLPS-,novel
Q6NUJ1,PSAPL1,521,0.114,LLPS-,novel
Q8IYN2,TCEAL8,117,0.114,LLPS-,novel
Q6PIY5,ARMH1,440,0.114,LLPS-,novel
Q5VWW1,C1QL3,255,0.114,LLPS-,novel
Q99467,CD180,661,0.114,LLPS-,novel
Q6S5H5,POTEG,508,0.1139,LLPS-,novel
A0A1B0GUJ8,PNMA8C,204,0.1139,LLPS-,novel
Q14584,ZNF266,549,0.1139,LLPS-,novel
Q7RTX0,TAS1R3,852,0.1139,LLPS-,novel
Q96MX6,DNAAF10,357,0.1139,LLPS-,novel
Q92629,SGCD,289,0.1139,LLPS-,novel
P21796,VDAC1,283,0.1139,LLPS-,novel
Q01518,CAP1,475,0.1139,LLPS-,novel
Q2TAL6,VWC2,325,0.1139,LLPS-,novel
O00481,BTN3A1,513,0.1139,LLPS-,novel
Q9BT40,INPP5K,448,0.1139,LLPS-,novel
O75840,KLF7,302,0.1139,LLPS-,novel
O60927,PPP1R11,126,0.1139,LLPS-,novel
Q9P104,DOK5,306,0.1139,LLPS-,novel
P28289,TMOD1,359,0.1139,LLPS-,novel
Q92530,PSMF1,271,0.1139,LLPS-,novel
Q8IUC0,KRTAP13-1,172,0.1139,LLPS-,novel
Q9UBC0,ONECUT1,465,0.1139,LLPS-,novel
Q86UE6,LRRTM1,522,0.1138,LLPS-,novel
Q9Y5Y5,PEX16,336,0.1138,LLPS-,novel
B2RXH2,KDM4E,506,0.1138,LLPS-,novel
O43909,EXTL3,919,0.1138,LLPS-,novel
Q96DB9,FXYD5,178,0.1138,LLPS-,novel
Q9UHC9,NPC1L1,1359,0.1138,LLPS-,novel
Q9BXJ1,C1QTNF1,281,0.1138,LLPS-,novel
Q96AQ9,FAM131C,280,0.1138,LLPS-,novel
Q9NXI6,RNF186,227,0.1138,LLPS-,novel
P0DOX2,,455,0.1138,LLPS-,novel
Q4G0Z9,MCMDC2,681,0.1138,LLPS-,novel
O00712,NFIB,420,0.1138,LLPS-,novel
O75352,MPDU1,247,0.1137,LLPS-,novel
Q13363,CTBP1,440,0.1137,LLPS-,novel
P35680,HNF1B,557,0.1137,LLPS-,novel
Q6J9G0,STYK1,422,0.1137,LLPS-,novel
Q8IY45,AMN1,258,0.1137,LLPS-,novel
Q8N608,DPP10,796,0.1137,LLPS-,novel
Q9NP55,BPIFA1,256,0.1137,LLPS-,novel
Q96A23,CPNE4,557,0.1137,LLPS-,novel
P16050,ALOX15,662,0.1137,LLPS-,train
P08294,SOD3,240,0.1136,LLPS-,novel
P05161,ISG15,165,0.1136,LLPS-,novel
Q6ZN54,DEF8,512,0.1136,LLPS-,novel
Q16820,MEP1B,701,0.1136,LLPS-,novel
Q58FF8,HSP90AB2P,381,0.1136,LLPS-,novel
O14904,WNT9A,365,0.1136,LLPS-,novel
O00167,EYA2,538,0.1136,LLPS-,novel
O75570,MTRF1,445,0.1136,LLPS-,novel
O75063,FAM20B,409,0.1136,LLPS-,novel
Q96A09,TENT5B,425,0.1136,LLPS-,novel
Q13952,NFYC,458,0.1136,LLPS-,novel
O75636,FCN3,299,0.1136,LLPS-,novel
